# Error, Accuracy
4.501858654454834685e+00,6.666666666666666297e-01
6.662206571744476058e+00,9.666666666666666741e-01
2.628313995200925124e+00,9.000000000000000222e-01
2.342185111078988413e+00,6.999999999999999556e-01
2.852924438056534839e+00,6.999999999999999556e-01
5.308999803983069476e+00,5.999999999999999778e-01
3.374336338652135669e+00,9.333333333333333481e-01
1.856546178160208838e+00,9.000000000000000222e-01
4.380213267842853142e+00,9.666666666666666741e-01
1.080469983703502557e+00,8.000000000000000444e-01
2.164168491944783224e+00,8.333333333333333703e-01
1.361485293803992969e+00,9.333333333333333481e-01
1.275284946948767040e+00,9.666666666666666741e-01
1.566513762752238970e+00,8.000000000000000444e-01
1.715626852719001505e+00,9.333333333333333481e-01
1.258645765173386222e+00,9.666666666666666741e-01
1.304262711848479972e+00,9.000000000000000222e-01
3.245137490997599183e+00,6.999999999999999556e-01
4.147002764044986911e+00,6.666666666666666297e-01
5.399755367397946593e+00,6.666666666666666297e-01
7.757927680338233323e+00,5.999999999999999778e-01
7.529400080962791897e+00,5.999999999999999778e-01
7.508630917291051254e+00,5.999999999999999778e-01
3.226949669177754831e+00,5.999999999999999778e-01
4.678364118994563725e+00,9.333333333333333481e-01
1.294715814094528517e+00,8.000000000000000444e-01
1.545762927855971691e+00,8.666666666666666963e-01
4.268675587666527882e+00,9.000000000000000222e-01
2.177014256360906064e+00,9.333333333333333481e-01
1.290737791356319386e+00,9.000000000000000222e-01
7.958487980547037210e+00,5.999999999999999778e-01
5.108988111198713433e+00,6.999999999999999556e-01
3.173000717751053745e+00,8.333333333333333703e-01
2.187755887408509015e+00,8.000000000000000444e-01
1.339410791933455469e+00,9.666666666666666741e-01
2.018665412049437169e+00,7.333333333333332815e-01
3.127210406005725307e+00,9.000000000000000222e-01
2.782439750779120313e+00,9.333333333333333481e-01
1.033091675144485633e+00,9.333333333333333481e-01
1.017767305363542762e+00,9.333333333333333481e-01
1.014351482492706458e+00,9.333333333333333481e-01
1.006245927936677997e+00,9.333333333333333481e-01
1.004273781686034317e+00,9.333333333333333481e-01
9.985627724695578245e-01,9.333333333333333481e-01
1.001415064529865617e+00,9.333333333333333481e-01
9.953712435879551457e-01,9.333333333333333481e-01
1.327672497461242829e+00,9.333333333333333481e-01
1.545857961273185088e+00,9.333333333333333481e-01
1.056124343401565246e+00,9.333333333333333481e-01
1.914848557787143912e+00,8.333333333333333703e-01
2.309941623850742864e+00,9.333333333333333481e-01
9.858650421045230816e-01,9.333333333333333481e-01
2.494945337566341959e+00,6.999999999999999556e-01
3.610325694107281880e+00,9.333333333333333481e-01
1.027274309928288609e+00,9.333333333333333481e-01
9.793739499626771261e-01,9.333333333333333481e-01
1.003599023741157170e+00,9.333333333333333481e-01
9.805552936098336225e-01,9.333333333333333481e-01
1.283816008916542684e+00,9.333333333333333481e-01
9.858201914046881287e-01,9.333333333333333481e-01
1.550805209909557503e+00,6.666666666666666297e-01
5.177725296437039937e+00,8.000000000000000444e-01
1.517707158530490874e+00,9.333333333333333481e-01
9.853755462493857253e-01,9.666666666666666741e-01
3.038030245729857359e+00,6.999999999999999556e-01
3.879359332343625066e+00,9.333333333333333481e-01
1.903300402313152118e+00,9.666666666666666741e-01
2.213046741198948286e+00,9.333333333333333481e-01
1.045971024421632478e+00,6.999999999999999556e-01
4.790424147528492327e+00,9.000000000000000222e-01
1.974643507378216256e+00,9.333333333333333481e-01
4.123045871000774021e+00,9.000000000000000222e-01
1.058068526259767550e+00,6.999999999999999556e-01
2.477980916130754441e+00,5.999999999999999778e-01
3.139975591793152887e+00,6.999999999999999556e-01
4.454924217106401407e+00,9.666666666666666741e-01
3.578012192163102512e+00,8.333333333333333703e-01
9.698597865747456970e-01,9.666666666666666741e-01
9.719707724135990823e-01,9.666666666666666741e-01
9.693239494319442207e-01,9.666666666666666741e-01
9.847062786826312752e-01,9.666666666666666741e-01
9.992228502503768262e-01,9.666666666666666741e-01
9.589994900984807336e-01,9.666666666666666741e-01
9.539601744563901420e-01,9.666666666666666741e-01
9.634482514630157146e-01,9.666666666666666741e-01
9.578208850745680847e-01,9.666666666666666741e-01
9.664894042611250624e-01,9.666666666666666741e-01
1.006733545601176116e+00,9.666666666666666741e-01
1.016416634925187967e+00,9.666666666666666741e-01
1.017286971587900046e+00,9.666666666666666741e-01
3.507610333388754942e+00,9.000000000000000222e-01
1.482547742037432892e+00,9.666666666666666741e-01
9.630340813815257972e-01,9.666666666666666741e-01
9.590966087834007503e-01,9.666666666666666741e-01
9.600050092753624753e-01,9.666666666666666741e-01
9.589265838809274412e-01,9.666666666666666741e-01
9.633474331335332153e-01,9.666666666666666741e-01
9.652032733672649689e-01,9.666666666666666741e-01
9.793513208627069311e-01,9.666666666666666741e-01
9.548503803007717394e-01,9.666666666666666741e-01
9.704205509913141903e-01,9.666666666666666741e-01
9.471737967789755075e-01,9.666666666666666741e-01
9.905788732910197902e-01,9.666666666666666741e-01
9.651837073174114323e-01,9.666666666666666741e-01
9.568604304428212082e-01,9.666666666666666741e-01
9.719268224241387477e-01,9.666666666666666741e-01
9.463738422134605477e-01,9.666666666666666741e-01
9.536128431111078330e-01,9.666666666666666741e-01
9.686042353555514017e-01,9.666666666666666741e-01
9.524474697775486831e-01,9.666666666666666741e-01
9.627060116467069939e-01,9.666666666666666741e-01
1.271656792728800056e+00,9.666666666666666741e-01
9.772195053922235752e-01,9.666666666666666741e-01
1.384513653580208059e+00,7.333333333333332815e-01
4.396519124450129823e+00,9.666666666666666741e-01
3.691167567349574075e+00,7.333333333333332815e-01
2.292455105526955084e+00,9.666666666666666741e-01
1.758312730707207727e+00,7.333333333333332815e-01
2.883585746679410367e+00,9.666666666666666741e-01
9.557212168469743085e-01,9.666666666666666741e-01
2.690727525016246791e+00,9.333333333333333481e-01
7.471322944004495925e-01,9.666666666666666741e-01
9.815274931514444967e-01,9.666666666666666741e-01
1.233448918405351202e+00,9.666666666666666741e-01
9.481183525494679687e-01,9.666666666666666741e-01
9.557330496150878707e-01,9.666666666666666741e-01
1.399189112978423521e+00,6.333333333333333037e-01
2.538906926272670450e+00,9.666666666666666741e-01
9.546411038070258259e-01,9.666666666666666741e-01
1.915597721278372134e+00,9.666666666666666741e-01
9.503047820316727901e-01,9.666666666666666741e-01
9.309757998839954807e-01,9.666666666666666741e-01
1.588233841043252381e+00,9.666666666666666741e-01
9.394740527107275918e-01,9.666666666666666741e-01
1.023675757003461584e+00,9.666666666666666741e-01
2.492880229200543418e+00,9.333333333333333481e-01
2.152933247023740115e+00,9.666666666666666741e-01
9.536338820950575057e-01,9.666666666666666741e-01
2.389347678755747051e+00,9.666666666666666741e-01
9.622382487166546428e-01,9.666666666666666741e-01
3.207068758286064636e+00,9.000000000000000222e-01
1.527670472103983101e+00,9.666666666666666741e-01
1.537685874712017009e+00,9.666666666666666741e-01
9.480943408067566969e-01,9.666666666666666741e-01
5.193584238138682529e+00,5.999999999999999778e-01
7.326405964631981682e+00,7.333333333333332815e-01
2.443469310954599738e+00,9.333333333333333481e-01
7.907093372172119272e-01,9.666666666666666741e-01
1.097753225508157238e+00,9.333333333333333481e-01
4.557228383918292103e+00,9.333333333333333481e-01
9.829563558755948227e-01,9.666666666666666741e-01
1.479908692867515363e+00,9.666666666666666741e-01
1.147134282799878502e+00,9.666666666666666741e-01
1.135605940704855099e+00,9.333333333333333481e-01
5.353612267096116817e+00,5.999999999999999778e-01
3.677907738229100332e+00,8.000000000000000444e-01
1.956003898158389598e+00,9.666666666666666741e-01
3.741360386690770312e+00,9.333333333333333481e-01
6.866158638405962522e-01,9.333333333333333481e-01
5.135013038821190534e+00,7.333333333333332815e-01
3.056619847501957477e+00,9.666666666666666741e-01
8.125506462978063782e-01,9.333333333333333481e-01
7.437750406060583686e-01,9.333333333333333481e-01
4.161344071761226004e+00,7.666666666666667185e-01
2.533668092479739897e+00,9.333333333333333481e-01
7.424668961734393058e-01,9.333333333333333481e-01
2.019218492370808082e+00,9.666666666666666741e-01
2.432254311117592493e+00,9.666666666666666741e-01
2.601933698887199498e+00,9.666666666666666741e-01
1.666063752937425368e+00,9.333333333333333481e-01
2.130267596716725720e+00,9.333333333333333481e-01
2.984814006858829583e+00,9.666666666666666741e-01
1.418562692225465272e+00,9.333333333333333481e-01
1.378337313077335757e+00,9.666666666666666741e-01
1.114583090581735769e+00,9.333333333333333481e-01
1.613212848570555025e+00,6.333333333333333037e-01
3.489265258743642573e+00,9.666666666666666741e-01
1.062781351720864409e+00,9.333333333333333481e-01
1.902836946337880697e+00,9.333333333333333481e-01
1.646299369251112532e+00,9.333333333333333481e-01
9.234550909943787245e-01,9.333333333333333481e-01
9.772666257113580279e-01,9.333333333333333481e-01
4.321707570143331623e+00,9.666666666666666741e-01
1.471784376726416710e+00,9.666666666666666741e-01
1.242667670386518486e+00,9.333333333333333481e-01
1.041566204184510847e+00,9.333333333333333481e-01
5.466741237005837029e+00,5.999999999999999778e-01
2.608536350204873067e+00,9.333333333333333481e-01
2.183736256474765991e+00,9.333333333333333481e-01
8.369282032245205505e-01,9.333333333333333481e-01
1.000390077821826651e+00,9.333333333333333481e-01
9.745689458082104073e-01,9.666666666666666741e-01
9.633174294692411488e-01,9.666666666666666741e-01
6.922468616924226659e-01,9.666666666666666741e-01
9.660573190257321086e-01,9.333333333333333481e-01
5.169211186837840977e+00,8.000000000000000444e-01
2.621944856875704666e+00,9.333333333333333481e-01
1.419839996923212055e+00,9.333333333333333481e-01
7.158299757487327497e-01,9.333333333333333481e-01
1.938389700253582371e+00,9.000000000000000222e-01
1.407703504861539834e+00,9.333333333333333481e-01
9.893628334520031542e-01,9.333333333333333481e-01
8.289973828163428315e-01,9.333333333333333481e-01
2.592234116630914631e+00,7.333333333333332815e-01
2.070348410638258585e+00,9.333333333333333481e-01
7.945619769496373719e-01,9.333333333333333481e-01
9.770451872161141083e-01,9.333333333333333481e-01
7.263628025587299808e-01,9.666666666666666741e-01
3.388586572040626521e+00,6.666666666666666297e-01
2.701508168579449976e+00,9.333333333333333481e-01
1.056636044056177060e+00,9.333333333333333481e-01
2.015851841491923313e+00,9.333333333333333481e-01
1.222672479678835300e+00,9.333333333333333481e-01
9.755297495340071734e-01,9.333333333333333481e-01
1.441392158056054695e+00,9.333333333333333481e-01
1.244494668522526215e+00,9.333333333333333481e-01
4.971150126398659275e+00,7.333333333333332815e-01
3.891246012588648551e+00,9.000000000000000222e-01
2.155732896285700750e+00,9.333333333333333481e-01
1.206458283758478300e+00,9.333333333333333481e-01
9.754550985927695761e-01,9.333333333333333481e-01
1.310795511702515403e+00,9.333333333333333481e-01
1.090233917095295046e+00,9.333333333333333481e-01
1.957533463889222780e+00,7.333333333333332815e-01
2.562669772636306575e+00,9.333333333333333481e-01
2.521716799627815586e+00,7.333333333333332815e-01
2.992117508399681380e+00,9.333333333333333481e-01
9.530547046808348632e-01,9.666666666666666741e-01
3.332811820057306473e+00,9.333333333333333481e-01
3.116112779030100643e+00,9.333333333333333481e-01
1.632448483832803277e+00,1.000000000000000000e+00
2.181618313601569437e+00,9.333333333333333481e-01
1.448275727759462894e+00,9.333333333333333481e-01
2.161336945871939808e+00,8.000000000000000444e-01
2.126863966990486521e+00,9.333333333333333481e-01
1.568567207861897961e+00,9.666666666666666741e-01
1.214876946831632054e+00,9.333333333333333481e-01
9.574375989477612592e-01,9.333333333333333481e-01
9.844265083683594320e-01,9.333333333333333481e-01
2.206975984308277905e+00,7.333333333333332815e-01
2.285059312487436767e+00,8.000000000000000444e-01
1.349492013648853295e+00,9.333333333333333481e-01
2.336695083241088433e+00,9.333333333333333481e-01
8.600103283797188025e-01,9.666666666666666741e-01
1.815576903910469442e+00,9.333333333333333481e-01
9.632914614946325171e-01,9.333333333333333481e-01
9.608828167479911420e-01,9.333333333333333481e-01
1.891962769398826794e+00,9.333333333333333481e-01
1.548885143719502144e+00,9.333333333333333481e-01
7.975499751548965621e-01,9.333333333333333481e-01
1.256998843743276639e+00,9.333333333333333481e-01
2.559159142335837966e+00,9.333333333333333481e-01
1.034450228611218492e+00,9.666666666666666741e-01
9.483392943894761729e-01,9.333333333333333481e-01
1.934211408093573725e+00,9.333333333333333481e-01
9.924754789980548830e-01,9.333333333333333481e-01
1.370970304896981018e+00,9.333333333333333481e-01
9.505276127643010886e-01,9.666666666666666741e-01
9.451137297080020039e-01,9.666666666666666741e-01
9.434294458592858978e-01,9.666666666666666741e-01
9.434571172338781508e-01,9.666666666666666741e-01
9.439972103309822726e-01,9.666666666666666741e-01
9.448770504973801332e-01,9.666666666666666741e-01
9.461122826181082024e-01,9.666666666666666741e-01
9.473684567827289627e-01,9.666666666666666741e-01
9.474938840714798305e-01,9.666666666666666741e-01
9.461529632177260174e-01,9.666666666666666741e-01
9.448061476125171332e-01,9.666666666666666741e-01
9.438811728962229752e-01,9.666666666666666741e-01
9.433002990398332566e-01,9.666666666666666741e-01
9.429100709066772223e-01,9.666666666666666741e-01
9.425919143278544965e-01,9.666666666666666741e-01
9.423101140986469559e-01,9.666666666666666741e-01
9.420492117020008438e-01,9.666666666666666741e-01
9.418012836972473600e-01,9.666666666666666741e-01
9.415620254812674395e-01,9.666666666666666741e-01
9.413289955344814608e-01,9.666666666666666741e-01
9.411007582311037289e-01,9.666666666666666741e-01
9.408764381039914637e-01,9.666666666666666741e-01
9.406554781218935402e-01,9.666666666666666741e-01
9.404375051900198956e-01,9.666666666666666741e-01
9.402222541841798176e-01,9.666666666666666741e-01
9.400095246586691600e-01,9.666666666666666741e-01
9.397991560127408883e-01,9.666666666666666741e-01
9.395910131478091287e-01,9.666666666666666741e-01
9.393849781049478098e-01,9.666666666666666741e-01
9.391809451183849022e-01,9.666666666666666741e-01
9.389788176252338303e-01,9.666666666666666741e-01
9.387785064003638658e-01,9.666666666666666741e-01
9.385799283432957330e-01,9.666666666666666741e-01
9.383830056477049375e-01,9.666666666666666741e-01
9.381876651997954619e-01,9.666666666666666741e-01
9.379938381174945938e-01,9.666666666666666741e-01
9.378014593796565324e-01,9.666666666666666741e-01
9.376104675156110568e-01,9.666666666666666741e-01
9.374208043374402388e-01,9.666666666666666741e-01
9.372324147042019327e-01,9.666666666666666741e-01
9.370452463113204677e-01,9.666666666666666741e-01
9.368592495006478060e-01,9.666666666666666741e-01
9.366743770880789910e-01,9.666666666666666741e-01
9.364905842064447095e-01,9.666666666666666741e-01
9.363078281619222620e-01,9.666666666666666741e-01
9.361260683025700580e-01,9.666666666666666741e-01
9.359452658977991391e-01,9.666666666666666741e-01
9.357653840278037372e-01,9.666666666666666741e-01
9.355863874820603554e-01,9.666666666666666741e-01
9.354082426661726180e-01,9.666666666666666741e-01
9.352309175163303623e-01,9.666666666666666741e-01
9.350543814208118754e-01,9.666666666666666741e-01
9.348786051479619497e-01,9.666666666666666741e-01
9.347035607801407187e-01,9.666666666666666741e-01
9.345292216532027352e-01,9.666666666666666741e-01
9.343555623010728617e-01,9.666666666666666741e-01
9.341825584050477138e-01,9.666666666666666741e-01
9.340101867474670527e-01,9.666666666666666741e-01
9.338384251694308302e-01,9.666666666666666741e-01
9.336672525322639027e-01,9.666666666666666741e-01
9.334966486824493037e-01,9.666666666666666741e-01
9.333265944197726149e-01,9.666666666666666741e-01
9.331570714684368495e-01,9.666666666666666741e-01
9.329880624509203635e-01,9.666666666666666741e-01
9.328195508643747358e-01,9.666666666666666741e-01
9.326515210593591121e-01,9.666666666666666741e-01
9.324839582207292699e-01,9.666666666666666741e-01
9.323168483504956638e-01,9.666666666666666741e-01
9.321501782525071222e-01,9.666666666666666741e-01
9.319839355187761187e-01,9.666666666666666741e-01
9.318181085173207201e-01,9.666666666666666741e-01
9.316526863813581194e-01,9.666666666666666741e-01
9.314876589997371781e-01,9.666666666666666741e-01
9.313230170084586534e-01,9.666666666666666741e-01
9.311587517831686478e-01,9.666666666666666741e-01
9.309948554325164771e-01,9.666666666666666741e-01
9.308313207922237487e-01,9.666666666666666741e-01
9.306681414198049174e-01,9.666666666666666741e-01
9.305053115897831129e-01,9.666666666666666741e-01
9.303428262893325140e-01,9.666666666666666741e-01
9.301806812142169312e-01,9.666666666666666741e-01
9.300188727649585374e-01,9.666666666666666741e-01
9.298573980430964170e-01,9.666666666666666741e-01
9.296962548474984045e-01,9.666666666666666741e-01
9.295354416705873257e-01,9.666666666666666741e-01
9.293749576944151380e-01,9.666666666666666741e-01
9.292148027865065885e-01,9.666666666666666741e-01
9.290549774953790196e-01,9.666666666666666741e-01
9.288954830456624956e-01,9.666666666666666741e-01
9.287363213327403111e-01,9.666666666666666741e-01
9.285774949168535963e-01,9.666666666666666741e-01
9.284190070165719844e-01,9.666666666666666741e-01
9.282608615015951470e-01,9.666666666666666741e-01
9.281030628847811714e-01,9.666666666666666741e-01
9.279456163134015556e-01,9.666666666666666741e-01
9.277885275595001424e-01,9.666666666666666741e-01
9.276318030093548828e-01,9.666666666666666741e-01
9.274754496519704849e-01,9.666666666666666741e-01
9.273194750665648689e-01,9.666666666666666741e-01
9.271638874090202265e-01,9.666666666666666741e-01
9.270086953972550559e-01,9.666666666666666741e-01
9.268539082954990738e-01,9.666666666666666741e-01
9.266995358974338126e-01,9.666666666666666741e-01
9.265455885082231058e-01,9.666666666666666741e-01
9.263920769253736198e-01,9.666666666666666741e-01
9.262390124184712858e-01,9.666666666666666741e-01
9.260864067077639872e-01,9.666666666666666741e-01
9.259342719416272516e-01,9.666666666666666741e-01
9.257826206729294904e-01,9.666666666666666741e-01
9.256314658342978952e-01,9.666666666666666741e-01
9.254808207123749186e-01,9.666666666666666741e-01
9.253306989210484668e-01,9.666666666666666741e-01
9.251811143737550536e-01,9.666666666666666741e-01
9.250320812548805671e-01,9.666666666666666741e-01
9.248836139903563458e-01,9.666666666666666741e-01
9.247357272174904219e-01,9.666666666666666741e-01
9.245884357541531706e-01,9.666666666666666741e-01
9.244417545673728753e-01,9.666666666666666741e-01
9.242956987414610026e-01,9.666666666666666741e-01
9.241502834457483440e-01,9.666666666666666741e-01
9.240055239020642519e-01,9.666666666666666741e-01
9.238614353520410161e-01,9.666666666666666741e-01
9.237180330243912607e-01,9.666666666666666741e-01
9.235753321022559525e-01,9.666666666666666741e-01
9.234333476907599092e-01,9.666666666666666741e-01
9.232920947848891613e-01,9.666666666666666741e-01
9.231515882378347193e-01,9.666666666666666741e-01
9.230118427299124351e-01,9.666666666666666741e-01
9.228728727381847463e-01,9.666666666666666741e-01
9.227346925069324080e-01,9.666666666666666741e-01
9.225973160190671374e-01,9.666666666666666741e-01
9.224607569686193997e-01,9.666666666666666741e-01
9.223250287344105791e-01,9.666666666666666741e-01
9.221901443550128974e-01,9.666666666666666741e-01
9.220561165051021080e-01,9.666666666666666741e-01
9.219229574732853427e-01,9.666666666666666741e-01
9.217906791414867129e-01,9.666666666666666741e-01
9.216592929659671585e-01,9.666666666666666741e-01
9.215288099600446037e-01,9.666666666666666741e-01
9.213992406785390665e-01,9.666666666666666741e-01
9.212705952040155521e-01,9.666666666666666741e-01
9.211428831348151824e-01,9.666666666666666741e-01
9.210161135749160843e-01,9.666666666666666741e-01
9.208902951256038305e-01,9.666666666666666741e-01
9.207654358789453264e-01,9.666666666666666741e-01
9.206415434130459374e-01,9.666666666666666741e-01
9.205186247890377871e-01,9.666666666666666741e-01
9.203966865497531513e-01,9.666666666666666741e-01
9.202757347200422045e-01,9.666666666666666741e-01
9.201557748086220956e-01,9.666666666666666741e-01
9.200368118114021776e-01,9.666666666666666741e-01
9.199188502161991243e-01,9.666666666666666741e-01
9.198018940087088202e-01,9.666666666666666741e-01
9.196859466796746263e-01,9.666666666666666741e-01
9.195710112330893748e-01,9.666666666666666741e-01
9.194570901953582620e-01,9.666666666666666741e-01
9.193441856252823063e-01,9.666666666666666741e-01
9.192322991247384723e-01,9.666666666666666741e-01
9.191214318499477676e-01,9.666666666666666741e-01
9.190115845232162961e-01,9.666666666666666741e-01
9.189027574449997182e-01,9.666666666666666741e-01
9.187949505062299460e-01,9.666666666666666741e-01
9.186881632007578569e-01,9.666666666666666741e-01
9.185823946378207649e-01,9.666666666666666741e-01
9.184776435544413919e-01,9.666666666666666741e-01
9.183739083276979409e-01,9.666666666666666741e-01
9.182711869867273835e-01,9.666666666666666741e-01
9.181694772244620717e-01,9.666666666666666741e-01
9.180687764090005309e-01,9.666666666666666741e-01
9.179690815945739102e-01,9.666666666666666741e-01
9.178703895320614592e-01,9.666666666666666741e-01
9.177726966790574759e-01,9.666666666666666741e-01
9.176759992094210006e-01,9.666666666666666741e-01
9.175802930223365683e-01,9.666666666666666741e-01
9.174855737508628151e-01,9.666666666666666741e-01
9.173918367699916976e-01,9.666666666666666741e-01
9.172990772042047825e-01,9.666666666666666741e-01
9.172072899345754537e-01,9.666666666666666741e-01
9.171164696054135979e-01,9.666666666666666741e-01
9.170266106305025033e-01,9.666666666666666741e-01
9.169377071989499584e-01,9.666666666666666741e-01
9.168497532806885175e-01,9.666666666666666741e-01
9.167627426316685701e-01,9.666666666666666741e-01
9.166766687987851769e-01,9.666666666666666741e-01
9.165915251245578821e-01,9.666666666666666741e-01
9.165073047516330007e-01,9.666666666666666741e-01
9.164240006271265893e-01,9.666666666666666741e-01
9.163416055068503985e-01,9.666666666666666741e-01
9.162601119594643295e-01,9.666666666666666741e-01
9.161795123705663846e-01,9.666666666666666741e-01
9.160997989467946079e-01,9.666666666666666741e-01
9.160209637199120403e-01,9.666666666666666741e-01
9.159429985509609518e-01,9.666666666666666741e-01
9.158658951344560428e-01,9.666666666666666741e-01
9.157896450026732360e-01,9.666666666666666741e-01
9.157142395300380544e-01,9.666666666666666741e-01
9.156396699376202486e-01,9.666666666666666741e-01
9.155659272977660912e-01,9.666666666666666741e-01
9.154930025388473558e-01,9.666666666666666741e-01
9.154208864501663934e-01,9.666666666666666741e-01
9.153495696869859977e-01,9.666666666666666741e-01
9.152790427757221403e-01,9.666666666666666741e-01
9.152092961192552778e-01,9.666666666666666741e-01
9.151403200024069706e-01,9.666666666666666741e-01
9.150721045975217516e-01,9.666666666666666741e-01
9.150046399701983191e-01,9.666666666666666741e-01
9.149379160851284221e-01,9.666666666666666741e-01
9.148719228120519853e-01,9.666666666666666741e-01
9.148066499318076028e-01,9.666666666666666741e-01
9.147420871424684075e-01,9.666666666666666741e-01
9.146782240655699781e-01,9.666666666666666741e-01
9.146150502523878734e-01,9.666666666666666741e-01
9.145525551902734529e-01,9.666666666666666741e-01
9.144907283090356609e-01,9.666666666666666741e-01
9.144295589873404628e-01,9.666666666666666741e-01
9.143690365591251590e-01,9.666666666666666741e-01
9.143091503200211356e-01,9.666666666666666741e-01
9.142498895337561882e-01,9.666666666666666741e-01
9.141912434385330855e-01,9.666666666666666741e-01
9.141332012533766038e-01,9.666666666666666741e-01
9.140757521844292688e-01,9.666666666666666741e-01
9.140188854311737110e-01,9.666666666666666741e-01
9.139625901926046181e-01,9.666666666666666741e-01
9.139068556732966586e-01,9.666666666666666741e-01
9.138516710893984651e-01,9.666666666666666741e-01
9.137970256744937236e-01,9.666666666666666741e-01
9.137429086853926519e-01,9.666666666666666741e-01
9.136893094077579436e-01,9.666666666666666741e-01
9.136362171616284611e-01,9.666666666666666741e-01
9.135836213067992650e-01,9.666666666666666741e-01
9.135315112480566491e-01,9.666666666666666741e-01
9.134798764402568549e-01,9.666666666666666741e-01
9.134287063932612361e-01,9.666666666666666741e-01
9.133779906766950063e-01,9.666666666666666741e-01
9.133277189245591066e-01,9.666666666666666741e-01
9.132778808396430081e-01,9.666666666666666741e-01
9.132284661977992934e-01,9.666666666666666741e-01
9.131794648520116242e-01,9.666666666666666741e-01
9.131308667362955100e-01,9.666666666666666741e-01
9.130826618694229957e-01,9.666666666666666741e-01
9.130348403584557238e-01,9.666666666666666741e-01
9.129873924020994735e-01,9.666666666666666741e-01
9.129403082938739589e-01,9.666666666666666741e-01
9.128935784250975516e-01,9.666666666666666741e-01
9.128471932876922601e-01,9.666666666666666741e-01
9.128011434768060761e-01,9.666666666666666741e-01
9.127554196932498032e-01,9.666666666666666741e-01
9.127100127457511425e-01,9.666666666666666741e-01
9.126649135530534585e-01,9.666666666666666741e-01
9.126201131458103744e-01,9.666666666666666741e-01
9.125756026683274902e-01,9.666666666666666741e-01
9.125313733801226901e-01,9.666666666666666741e-01
9.124874166573347933e-01,9.666666666666666741e-01
9.124437239939579003e-01,9.666666666666666741e-01
9.124002870029181977e-01,9.666666666666666741e-01
9.123570974170006620e-01,9.666666666666666741e-01
9.123141470896197758e-01,9.666666666666666741e-01
9.122714279954465821e-01,9.666666666666666741e-01
9.122289322309007353e-01,9.666666666666666741e-01
9.121866520144839008e-01,9.666666666666666741e-01
9.121445796870033540e-01,9.666666666666666741e-01
9.121027077116581339e-01,9.666666666666666741e-01
9.120610286739988526e-01,9.666666666666666741e-01
9.120195352817757062e-01,9.666666666666666741e-01
9.119782203646619179e-01,9.666666666666666741e-01
9.119370768738869204e-01,9.666666666666666741e-01
9.118960978817512997e-01,9.666666666666666741e-01
9.118552765810448157e-01,9.666666666666666741e-01
9.118146062843798250e-01,9.666666666666666741e-01
9.117740804234267804e-01,9.666666666666666741e-01
9.117336925480686860e-01,9.666666666666666741e-01
9.116934363254826090e-01,9.666666666666666741e-01
9.116533055391401463e-01,9.666666666666666741e-01
9.116132940877338386e-01,9.666666666666666741e-01
9.115733959840625067e-01,9.666666666666666741e-01
9.115336053538212191e-01,9.666666666666666741e-01
9.114939164343707212e-01,9.666666666666666741e-01
9.114543235734298143e-01,9.666666666666666741e-01
9.114148212277318750e-01,9.666666666666666741e-01
