# Error, Accuracy
9.113754039616416280e-01,9.666666666666666741e-01
9.113360664457282878e-01,9.666666666666666741e-01
9.112968034552954011e-01,9.666666666666666741e-01
9.112576098689021409e-01,9.666666666666666741e-01
9.112184806668318648e-01,9.666666666666666741e-01
9.111794109295585642e-01,9.666666666666666741e-01
9.111403958361742328e-01,9.666666666666666741e-01
9.111014306628115733e-01,9.666666666666666741e-01
9.110625107810497170e-01,9.666666666666666741e-01
9.110236316563068426e-01,9.666666666666666741e-01
9.109847888462239140e-01,9.666666666666666741e-01
9.109459779990466410e-01,9.666666666666666741e-01
9.109071948520037765e-01,9.666666666666666741e-01
9.108684352296805287e-01,9.666666666666666741e-01
9.108296950424005223e-01,9.666666666666666741e-01
9.107909702846094246e-01,9.666666666666666741e-01
9.107522570332587941e-01,9.666666666666666741e-01
9.107135514462135761e-01,9.666666666666666741e-01
9.106748497606519388e-01,9.666666666666666741e-01
9.106361482914883121e-01,9.666666666666666741e-01
9.105974434298080844e-01,9.666666666666666741e-01
9.105587316413169541e-01,9.666666666666666741e-01
9.105200094648012721e-01,9.666666666666666741e-01
9.104812735106228017e-01,9.666666666666666741e-01
9.104425204592039300e-01,9.666666666666666741e-01
9.104037470595662818e-01,9.666666666666666741e-01
9.103649501278668899e-01,9.666666666666666741e-01
9.103261265459665630e-01,9.666666666666666741e-01
9.102872732600156835e-01,9.666666666666666741e-01
9.102483872790733122e-01,9.666666666666666741e-01
9.102094656737360623e-01,9.666666666666666741e-01
9.101705055748099404e-01,9.666666666666666741e-01
9.101315041719858501e-01,9.666666666666666741e-01
9.100924587125689413e-01,9.666666666666666741e-01
9.100533665002040751e-01,9.666666666666666741e-01
9.100142248936576861e-01,9.666666666666666741e-01
9.099750313055943174e-01,9.666666666666666741e-01
9.099357832014119962e-01,9.666666666666666741e-01
9.098964780980863809e-01,9.666666666666666741e-01
9.098571135630475482e-01,9.666666666666666741e-01
9.098176872130764314e-01,9.666666666666666741e-01
9.097781967132460013e-01,9.666666666666666741e-01
9.097386397758736587e-01,9.666666666666666741e-01
9.096990141595048263e-01,9.666666666666666741e-01
9.096593176679337311e-01,9.666666666666666741e-01
9.096195481492346246e-01,9.666666666666666741e-01
9.095797034948343018e-01,9.666666666666666741e-01
9.095397816385997203e-01,9.666666666666666741e-01
9.094997805559623671e-01,9.666666666666666741e-01
9.094596982630612780e-01,9.666666666666666741e-01
9.094195328159143665e-01,9.666666666666666741e-01
9.093792823096166211e-01,9.666666666666666741e-01
9.093389448775579531e-01,9.666666666666666741e-01
9.092985186906731299e-01,9.666666666666666741e-01
9.092580019567101379e-01,9.666666666666666741e-01
9.092173929195234150e-01,9.666666666666666741e-01
9.091766898583940604e-01,9.666666666666666741e-01
9.091358910873671428e-01,9.666666666666666741e-01
9.090949949546175413e-01,9.666666666666666741e-01
9.090539998418308842e-01,9.666666666666666741e-01
9.090129041636130225e-01,9.666666666666666741e-01
9.089717063669162656e-01,9.666666666666666741e-01
9.089304049304879340e-01,9.666666666666666741e-01
9.088889983643323456e-01,9.666666666666666741e-01
9.088474852092086609e-01,9.666666666666666741e-01
9.088058640361277307e-01,9.666666666666666741e-01
9.087641334458816944e-01,9.666666666666666741e-01
9.087222920685813499e-01,9.666666666666666741e-01
9.086803385632236107e-01,9.666666666666666741e-01
9.086382716172635154e-01,9.666666666666666741e-01
9.085960899462088847e-01,9.666666666666666741e-01
9.085537922932270805e-01,9.666666666666666741e-01
9.085113774287711941e-01,9.666666666666666741e-01
9.084688441502223322e-01,9.666666666666666741e-01
9.084261912815373430e-01,9.666666666666666741e-01
9.083834176729216336e-01,9.666666666666666741e-01
9.083405222005044299e-01,9.666666666666666741e-01
9.082975037660414586e-01,9.666666666666666741e-01
9.082543612966084146e-01,9.666666666666666741e-01
9.082110937443282905e-01,9.666666666666666741e-01
9.081677000860972626e-01,9.666666666666666741e-01
9.081241793233255644e-01,9.666666666666666741e-01
9.080805304816843559e-01,9.666666666666666741e-01
9.080367526108722442e-01,9.666666666666666741e-01
9.079928447843800265e-01,9.666666666666666741e-01
9.079488060992714216e-01,9.666666666666666741e-01
9.079046356759693515e-01,9.666666666666666741e-01
9.078603326580578781e-01,9.666666666666666741e-01
9.078158962120740361e-01,9.666666666666666741e-01
9.077713255273299753e-01,9.666666666666666741e-01
9.077266198157271093e-01,9.666666666666666741e-01
9.076817783115785909e-01,9.666666666666666741e-01
9.076368002714403360e-01,9.666666666666666741e-01
9.075916849739521508e-01,9.666666666666666741e-01
9.075464317196737518e-01,9.666666666666666741e-01
9.075010398309379944e-01,9.666666666666666741e-01
9.074555086516968849e-01,9.666666666666666741e-01
9.074098375473815814e-01,9.666666666666666741e-01
9.073640259047657253e-01,9.666666666666666741e-01
9.073180731318234438e-01,9.666666666666666741e-01
9.072719786576023404e-01,9.666666666666666741e-01
9.072257419320931549e-01,9.666666666666666741e-01
9.071793624261057509e-01,9.666666666666666741e-01
9.071328396311429954e-01,9.666666666666666741e-01
9.070861730592834071e-01,9.666666666666666741e-01
9.070393622430646952e-01,9.666666666666666741e-01
9.069924067353608566e-01,9.666666666666666741e-01
9.069453061092724866e-01,9.666666666666666741e-01
9.068980599580176438e-01,9.666666666666666741e-01
9.068506678948115018e-01,9.666666666666666741e-01
9.068031295527650970e-01,9.666666666666666741e-01
9.067554445847677558e-01,9.666666666666666741e-01
9.067076126633862865e-01,9.666666666666666741e-01
9.066596334807540680e-01,9.666666666666666741e-01
9.066115067484625811e-01,9.666666666666666741e-01
9.065632321974573804e-01,9.666666666666666741e-01
9.065148095779277382e-01,9.666666666666666741e-01
9.064662386592053922e-01,9.666666666666666741e-01
9.064175192296559658e-01,9.666666666666666741e-01
9.063686510965700549e-01,9.666666666666666741e-01
9.063196340860600886e-01,9.666666666666666741e-01
9.062704680429501947e-01,9.666666666666666741e-01
9.062211528306728381e-01,9.666666666666666741e-01
9.061716883311586868e-01,9.666666666666666741e-01
9.061220744447298081e-01,9.666666666666666741e-01
9.060723110899884247e-01,9.666666666666666741e-01
9.060223982037106660e-01,9.666666666666666741e-01
9.059723357407332145e-01,9.666666666666666741e-01
9.059221236738485006e-01,9.666666666666666741e-01
9.058717619936859089e-01,9.666666666666666741e-01
9.058212507086086385e-01,9.666666666666666741e-01
9.057705898445939097e-01,9.666666666666666741e-01
9.057197794451198325e-01,9.666666666666666741e-01
9.056688195710559386e-01,9.666666666666666741e-01
9.056177103005458306e-01,9.666666666666666741e-01
9.055664517288919413e-01,9.666666666666666741e-01
9.055150439684384045e-01,9.666666666666666741e-01
9.054634871484522618e-01,9.666666666666666741e-01
9.054117814150116628e-01,9.666666666666666741e-01
9.053599269308828523e-01,9.666666666666666741e-01
9.053079238754007108e-01,9.666666666666666741e-01
9.052557724443528464e-01,9.666666666666666741e-01
9.052034728498584704e-01,9.666666666666666741e-01
9.051510253202423861e-01,9.666666666666666741e-01
9.050984300999225241e-01,9.666666666666666741e-01
9.050456874492817105e-01,9.666666666666666741e-01
9.049927976445487632e-01,9.666666666666666741e-01
9.049397609776752560e-01,9.666666666666666741e-01
9.048865777562152823e-01,9.666666666666666741e-01
9.048332483031940043e-01,9.666666666666666741e-01
9.047797729570000724e-01,9.666666666666666741e-01
9.047261520712450711e-01,9.666666666666666741e-01
9.046723860146504981e-01,9.666666666666666741e-01
9.046184751709240857e-01,9.666666666666666741e-01
9.045644199386323470e-01,9.666666666666666741e-01
9.045102207310784515e-01,9.666666666666666741e-01
9.044558779761832090e-01,9.666666666666666741e-01
9.044013921163518432e-01,9.666666666666666741e-01
9.043467636083634131e-01,9.666666666666666741e-01
9.042919929232381415e-01,9.666666666666666741e-01
9.042370805461209526e-01,9.666666666666666741e-01
9.041820269761550177e-01,9.666666666666666741e-01
9.041268327263650706e-01,9.666666666666666741e-01
9.040714983235332847e-01,9.666666666666666741e-01
9.040160243080718194e-01,9.666666666666666741e-01
9.039604112339221231e-01,9.666666666666666741e-01
9.039046596684067181e-01,9.666666666666666741e-01
9.038487701921381623e-01,9.666666666666666741e-01
9.037927433988816039e-01,9.666666666666666741e-01
9.037365798954454243e-01,9.666666666666666741e-01
9.036802803015623331e-01,9.666666666666666741e-01
9.036238452497675766e-01,9.666666666666666741e-01
9.035672753852947992e-01,9.666666666666666741e-01
9.035105713659509208e-01,9.666666666666666741e-01
9.034537338620052260e-01,9.666666666666666741e-01
9.033967635560747889e-01,9.666666666666666741e-01
9.033396611430150047e-01,9.666666666666666741e-01
9.032824273298079021e-01,9.666666666666666741e-01
9.032250628354416833e-01,9.666666666666666741e-01
9.031675683908159113e-01,9.666666666666666741e-01
9.031099447386204959e-01,9.666666666666666741e-01
9.030521926332304439e-01,9.666666666666666741e-01
9.029943128406000552e-01,9.666666666666666741e-01
9.029363061381533440e-01,9.666666666666666741e-01
9.028781733146792332e-01,9.666666666666666741e-01
9.028199151702267500e-01,9.666666666666666741e-01
9.027615325159968895e-01,9.666666666666666741e-01
9.027030261742478023e-01,9.666666666666666741e-01
9.026443969781779986e-01,9.666666666666666741e-01
9.025856457718349768e-01,9.666666666666666741e-01
9.025267734100079764e-01,9.666666666666666741e-01
9.024677807581295008e-01,9.666666666666666741e-01
9.024086686921735101e-01,9.666666666666666741e-01
9.023494380985486174e-01,9.666666666666666741e-01
9.022900898740130460e-01,9.666666666666666741e-01
9.022306249255601651e-01,9.666666666666666741e-01
9.021710441703268968e-01,9.666666666666666741e-01
9.021113485354949058e-01,9.666666666666666741e-01
9.020515389581907906e-01,9.666666666666666741e-01
9.019916163853830549e-01,9.666666666666666741e-01
9.019315817737916241e-01,9.666666666666666741e-01
9.018714360897847060e-01,9.666666666666666741e-01
9.018111803092822010e-01,9.666666666666666741e-01
9.017508154176513413e-01,9.666666666666666741e-01
9.016903424096187614e-01,9.666666666666666741e-01
9.016297622891573660e-01,9.666666666666666741e-01
9.015690760694031747e-01,9.666666666666666741e-01
9.015082847725354176e-01,9.666666666666666741e-01
9.014473894296944900e-01,9.666666666666666741e-01
9.013863910808658231e-01,9.666666666666666741e-01
9.013252907747890674e-01,9.666666666666666741e-01
9.012640895688440734e-01,9.666666666666666741e-01
9.012027885289567442e-01,9.666666666666666741e-01
9.011413887294841274e-01,9.666666666666666741e-01
9.010798912531168270e-01,9.666666666666666741e-01
9.010182971907646499e-01,9.666666666666666741e-01
9.009566076414485813e-01,9.666666666666666741e-01
9.008948237121927605e-01,9.666666666666666741e-01
9.008329465179066853e-01,9.666666666666666741e-01
9.007709771812755228e-01,9.666666666666666741e-01
9.007089168326438688e-01,9.666666666666666741e-01
9.006467666098944003e-01,9.666666666666666741e-01
9.005845276583289705e-01,9.666666666666666741e-01
9.005222011305477059e-01,9.666666666666666741e-01
9.004597881863234399e-01,9.666666666666666741e-01
9.003972899924749251e-01,9.666666666666666741e-01
9.003347077227342732e-01,9.666666666666666741e-01
9.002720425576260510e-01,9.666666666666666741e-01
9.002092956843164018e-01,9.666666666666666741e-01
9.001464682964878117e-01,9.666666666666666741e-01
9.000835615941974455e-01,9.666666666666666741e-01
9.000205767837332615e-01,9.666666666666666741e-01
8.999575150774651311e-01,9.666666666666666741e-01
8.998943776937046168e-01,9.666666666666666741e-01
8.998311658565483206e-01,9.666666666666666741e-01
8.997678807957277813e-01,9.666666666666666741e-01
8.997045237464464940e-01,9.666666666666666741e-01
8.996410959492312509e-01,9.666666666666666741e-01
8.995775986497643872e-01,9.666666666666666741e-01
8.995140330987160260e-01,9.666666666666666741e-01
8.994504005515859824e-01,9.666666666666666741e-01
8.993867022685310131e-01,9.666666666666666741e-01
8.993229395141907334e-01,9.666666666666666741e-01
8.992591135575248584e-01,9.666666666666666741e-01
8.991952256716283509e-01,9.666666666666666741e-01
8.991312771335623344e-01,9.666666666666666741e-01
8.990672692241782338e-01,9.666666666666666741e-01
8.990032032279408059e-01,9.666666666666666741e-01
8.989390804327531681e-01,9.666666666666666741e-01
8.988749021297776087e-01,9.666666666666666741e-01
8.988106696132710516e-01,9.666666666666666741e-01
8.987463841803996489e-01,9.666666666666666741e-01
8.986820471310869030e-01,9.666666666666666741e-01
8.986176597678322553e-01,9.666666666666666741e-01
8.985532233955630943e-01,9.666666666666666741e-01
8.984887393214718854e-01,9.666666666666666741e-01
8.984242088548720639e-01,9.666666666666666741e-01
8.983596333070603679e-01,9.666666666666666741e-01
8.982950139911863863e-01,9.666666666666666741e-01
8.982303522221321002e-01,9.666666666666666741e-01
8.981656493164092980e-01,9.666666666666666741e-01
8.981009065920675383e-01,9.666666666666666741e-01
8.980361253686194312e-01,9.666666666666666741e-01
8.979713069669891246e-01,9.666666666666666741e-01
8.979064527094768877e-01,9.666666666666666741e-01
8.978415639197466769e-01,9.666666666666666741e-01
8.977766419228460082e-01,9.666666666666666741e-01
8.977116880452484793e-01,9.666666666666666741e-01
8.976467036149333723e-01,9.666666666666666741e-01
8.975816899614952327e-01,9.666666666666666741e-01
8.975166484162934166e-01,9.666666666666666741e-01
8.974515803126444924e-01,9.666666666666666741e-01
8.973864869860639359e-01,9.666666666666666741e-01
8.973213697745411332e-01,9.666666666666666741e-01
8.972562300188849926e-01,9.666666666666666741e-01
8.971910690631101915e-01,9.666666666666666741e-01
8.971258882548944769e-01,9.666666666666666741e-01
8.970606889460891464e-01,9.666666666666666741e-01
8.969954724932995838e-01,9.666666666666666741e-01
8.969302402585356271e-01,9.666666666666666741e-01
8.968649936099385434e-01,9.666666666666666741e-01
8.967997339225629583e-01,9.666666666666666741e-01
8.967344625792629254e-01,9.666666666666666741e-01
8.966691809716387240e-01,9.666666666666666741e-01
8.966038905010605964e-01,9.666666666666666741e-01
8.965385925797826339e-01,9.666666666666666741e-01
8.964732886321269412e-01,9.666666666666666741e-01
8.964079800957432953e-01,9.666666666666666741e-01
8.963426684229413022e-01,9.666666666666666741e-01
8.962773550820962720e-01,9.666666666666666741e-01
8.962120415591043887e-01,9.666666666666666741e-01
8.961467293589038263e-01,9.666666666666666741e-01
8.960814200070329472e-01,9.666666666666666741e-01
8.960161150512240269e-01,9.666666666666666741e-01
8.959508160630201834e-01,9.666666666666666741e-01
8.958855246393883087e-01,9.666666666666666741e-01
8.958202424043378853e-01,9.666666666666666741e-01
8.957549710104900642e-01,9.666666666666666741e-01
8.956897121406237616e-01,9.666666666666666741e-01
8.956244675091297180e-01,9.666666666666666741e-01
8.955592388633889511e-01,9.666666666666666741e-01
8.954940279850333029e-01,9.666666666666666741e-01
8.954288366910764241e-01,9.666666666666666741e-01
8.953636668348813332e-01,9.666666666666666741e-01
8.952985203069605546e-01,9.666666666666666741e-01
8.952333990355750837e-01,9.666666666666666741e-01
8.951683049871140829e-01,9.666666666666666741e-01
8.951032401662623039e-01,9.666666666666666741e-01
8.950382066159164873e-01,9.666666666666666741e-01
8.949732064168559598e-01,9.666666666666666741e-01
8.949082416871743106e-01,9.666666666666666741e-01
8.948433145814499445e-01,9.666666666666666741e-01
8.947784272896847080e-01,9.666666666666666741e-01
8.947135820360120340e-01,9.666666666666666741e-01
8.946487810771829308e-01,9.666666666666666741e-01
8.945840267008643432e-01,9.666666666666666741e-01
8.945193212237634306e-01,9.666666666666666741e-01
8.944546669896125124e-01,9.666666666666666741e-01
8.943900663670256712e-01,9.666666666666666741e-01
8.943255217472850793e-01,9.666666666666666741e-01
8.942610355420521628e-01,9.666666666666666741e-01
8.941966101810597811e-01,9.666666666666666741e-01
8.941322481097898622e-01,9.666666666666666741e-01
8.940679517871449322e-01,9.666666666666666741e-01
8.940037236831458456e-01,9.666666666666666741e-01
8.939395662766052020e-01,9.666666666666666741e-01
8.938754820527941014e-01,9.666666666666666741e-01
8.938114735009988765e-01,9.666666666666666741e-01
8.937475431119099589e-01,9.666666666666666741e-01
8.936836933746888922e-01,9.666666666666666741e-01
8.936199267734686869e-01,9.666666666666666741e-01
8.935562457829816507e-01,9.666666666666666741e-01
8.934926528627946674e-01,9.666666666666666741e-01
8.934291504493708791e-01,9.666666666666666741e-01
8.933657409448367837e-01,9.666666666666666741e-01
8.933024267006436370e-01,9.666666666666666741e-01
8.932392099933701424e-01,9.666666666666666741e-01
8.931760929883546529e-01,9.666666666666666741e-01
8.931130776843122510e-01,9.666666666666666741e-01
8.930501658279720312e-01,9.666666666666666741e-01
8.929873587809958879e-01,9.666666666666666741e-01
8.929246573101462525e-01,9.666666666666666741e-01
8.928620612527423672e-01,9.666666666666666741e-01
8.927995689773567944e-01,9.666666666666666741e-01
8.927371765052559693e-01,9.666666666666666741e-01
8.926748760649242387e-01,9.666666666666666741e-01
8.926126536936966893e-01,9.666666666666666741e-01
8.925504852334048556e-01,9.666666666666666741e-01
8.924883296288803614e-01,9.666666666666666741e-01
8.924261177596944927e-01,9.666666666666666741e-01
8.923637341195931327e-01,9.666666666666666741e-01
8.923009878676397832e-01,9.666666666666666741e-01
8.922375707056851013e-01,9.666666666666666741e-01
8.921730066819839600e-01,9.666666666666666741e-01
8.921066254023185538e-01,9.666666666666666741e-01
8.920376528603096711e-01,9.666666666666666741e-01
8.919655972500705188e-01,9.666666666666666741e-01
8.918910281137634177e-01,9.666666666666666741e-01
8.918162166253326140e-01,9.666666666666666741e-01
8.917442872917034080e-01,9.666666666666666741e-01
8.916768206933763929e-01,9.666666666666666741e-01
8.916128685561089950e-01,9.666666666666666741e-01
8.915507082576671349e-01,9.666666666666666741e-01
8.914894152707669717e-01,9.666666666666666741e-01
8.914287962296074674e-01,9.666666666666666741e-01
8.913689042206626167e-01,9.666666666666666741e-01
8.913098490189513834e-01,9.666666666666666741e-01
8.912517988977368688e-01,9.666666666666666741e-01
8.911950402736517063e-01,9.666666666666666741e-01
8.911400884338361861e-01,9.666666666666666741e-01
8.910879347579161447e-01,9.666666666666666741e-01
8.910407053727004145e-01,9.666666666666666741e-01
8.910037859321525699e-01,9.666666666666666741e-01
8.909949223790433193e-01,9.666666666666666741e-01
8.911087926928230596e-01,9.666666666666666741e-01
8.932665707934969168e-01,9.333333333333333481e-01
2.146267639065364552e+00,7.666666666666667185e-01
1.786745820152528141e+00,7.333333333333332815e-01
3.178963018451742784e+00,9.000000000000000222e-01
2.236083768033888752e+00,9.333333333333333481e-01
9.358485891026901982e-01,9.333333333333333481e-01
1.001155211830101477e+00,9.666666666666666741e-01
1.459085141150383569e+00,9.666666666666666741e-01
9.421161662464337949e-01,9.333333333333333481e-01
1.907519519434883959e+00,9.333333333333333481e-01
9.243872439892099058e-01,9.333333333333333481e-01
2.388780782511311873e+00,9.333333333333333481e-01
9.862368130232533892e-01,9.666666666666666741e-01
9.888040292537807474e-01,9.666666666666666741e-01
9.369219554399813576e-01,9.666666666666666741e-01
9.359206800555331940e-01,9.666666666666666741e-01
9.376107620245254237e-01,9.333333333333333481e-01
1.893540774922225500e+00,7.666666666666667185e-01
2.861351780451053539e+00,9.666666666666666741e-01
8.107037345288238273e-01,9.666666666666666741e-01
8.984499788766395767e-01,9.333333333333333481e-01
3.741377501843331732e+00,9.000000000000000222e-01
1.385774179831628539e+00,9.666666666666666741e-01
2.144445906532231660e+00,9.333333333333333481e-01
1.606542714785896608e+00,9.000000000000000222e-01
2.351256939081490582e+00,9.000000000000000222e-01
1.808553748919046411e+00,9.333333333333333481e-01
1.525014633731007985e+00,9.000000000000000222e-01
1.437810080802908397e+00,9.333333333333333481e-01
1.945683648594231485e+00,9.333333333333333481e-01
1.529760523885591583e+00,9.333333333333333481e-01
1.446119256551992249e+00,9.666666666666666741e-01
9.555717423862640780e-01,9.666666666666666741e-01
8.922857327169603225e-01,9.666666666666666741e-01
8.903379811030506241e-01,9.666666666666666741e-01
8.903551335079402662e-01,9.666666666666666741e-01
8.902347255751631439e-01,9.666666666666666741e-01
8.901596622234054790e-01,9.666666666666666741e-01
8.900964381223678279e-01,9.666666666666666741e-01
8.900360788515241373e-01,9.666666666666666741e-01
8.899764031007749709e-01,9.666666666666666741e-01
8.899169155240819196e-01,9.666666666666666741e-01
8.898575048825162481e-01,9.666666666666666741e-01
